dataset,category,model,interpolation,pooling,K,window_size,detection,image_AUROC,pixel_AUPRO
visa,macaroni1,spalwinnn,bilinear,True,-1,13,True,0.9158999919891357,0.9249067902565002
visa,macaroni2,spalwinnn,bilinear,True,-1,13,True,0.7565000057220459,0.8831652998924255
visa,pcb1,spalwinnn,bilinear,True,-1,13,True,0.9412000179290771,0.8911265730857849
visa,pcb3,spalwinnn,bilinear,True,-1,13,True,0.959801971912384,0.8774488568305969
visa,pcb4,spalwinnn,bilinear,True,-1,13,True,0.996039628982544,0.880287230014801
visa,pipe_fryum,spalwinnn,bilinear,True,-1,13,True,0.9911999702453613,0.9433633685112
mvtec_ad,bottle,spalwinnn,bilinear,True,-1,15,True,1.0,0.9414732456207275
mvtec_ad,cable,spalwinnn,bilinear,True,-1,15,True,0.9642053842544556,0.9243242144584656
mvtec_ad,capsule,spalwinnn,bilinear,True,-1,15,True,0.990027904510498,0.9409289360046387
mvtec_ad,carpet,spalwinnn,bilinear,True,-1,15,True,0.9735152721405029,0.9441150426864624
mvtec_ad,hazelnut,spalwinnn,bilinear,True,-1,15,True,0.9992856979370117,0.9520084261894226
mvtec_ad,leather,spalwinnn,bilinear,True,-1,15,True,0.9989809393882751,0.9687423706054688
mvtec_ad,metal_nut,spalwinnn,bilinear,True,-1,15,True,0.9995113015174866,0.9472126364707947
mvtec_ad,pill,spalwinnn,bilinear,True,-1,15,True,0.9364429712295532,0.9536060094833374
mvtec_ad,screw,spalwinnn,bilinear,True,-1,15,True,0.9854478240013123,0.9647857546806335
mvtec_ad,tile,spalwinnn,bilinear,True,-1,15,True,0.9917027354240417,0.8186289668083191
mvtec_ad,toothbrush,spalwinnn,bilinear,True,-1,15,True,0.9416666030883789,0.9151884913444519
mvtec_ad,transistor,spalwinnn,bilinear,True,-1,15,True,0.9937500357627869,0.9482489824295044
mvtec_ad,wood,spalwinnn,bilinear,True,-1,15,True,0.9885964393615723,0.878235936164856
mvtec_ad,zipper,spalwinnn,bilinear,True,-1,15,True,0.958508312702179,0.9422131776809692
visa,candle,spalwinnn,bilinear,True,-1,15,True,0.9388999938964844,0.9518392086029053
visa,capsules,spalwinnn,bilinear,True,-1,15,True,0.6761667132377625,0.7369324564933777
visa,cashew,spalwinnn,bilinear,True,-1,15,True,0.9724000096321106,0.8907946348190308
visa,chewinggum,spalwinnn,bilinear,True,-1,15,True,0.9916000366210938,0.7908482551574707
visa,fryum,spalwinnn,bilinear,True,-1,15,True,0.9327999949455261,0.8504414558410645
visa,macaroni1,spalwinnn,bilinear,True,-1,15,True,0.9185999631881714,0.9238260388374329
visa,macaroni2,spalwinnn,bilinear,True,-1,15,True,0.7739999890327454,0.894939124584198
visa,pcb1,spalwinnn,bilinear,True,-1,15,True,0.9439999461174011,0.8862481117248535
visa,pcb2,spalwinnn,bilinear,True,-1,15,True,0.958899974822998,0.893744945526123
visa,pcb3,spalwinnn,bilinear,True,-1,15,True,0.9555445909500122,0.8758850693702698
visa,pcb4,spalwinnn,bilinear,True,-1,15,True,0.9960395693778992,0.8773251175880432
visa,pipe_fryum,spalwinnn,bilinear,True,-1,15,True,0.9918000102043152,0.9457494020462036
