dataset,category,model,run,latency
mvtec_ad,cable,lwinnn,6,0.23154231548309326
mvtec_ad,cable,lwinnn,7,0.2311609983444214
mvtec_ad,cable,lwinnn,8,0.23056389967600505
mvtec_ad,cable,lwinnn,9,0.2290953238805135
mvtec_ad,cable,lwinnn,10,0.23136008580525716
mvtec_ad,cable,lwinnn,11,0.22941506862640382
mvtec_ad,cable,lwinnn,12,0.23135589917500815
mvtec_ad,cable,lwinnn,13,0.2329334322611491
mvtec_ad,cable,lwinnn,14,0.23235493818918865
mvtec_ad,cable,lwinnn,15,0.23466256300608318
mvtec_ad,cable,lwinnn,16,0.2361653216679891
mvtec_ad,cable,lwinnn,17,0.239655065536499
mvtec_ad,cable,lwinnn,18,0.26106495221455894
mvtec_ad,cable,lwinnn,19,0.26137605985005696
mvtec_ad,carpet,lwinnn,0,0.2553679963462373
mvtec_ad,carpet,lwinnn,1,0.24846285836309448
mvtec_ad,carpet,lwinnn,2,0.2458404924115564
mvtec_ad,carpet,lwinnn,3,0.3141206024039505
mvtec_ad,carpet,lwinnn,4,0.24523939434279743
mvtec_ad,carpet,lwinnn,5,0.2466342612209483
mvtec_ad,carpet,lwinnn,6,0.2479639807318011
mvtec_ad,carpet,lwinnn,7,0.24746672923748309
mvtec_ad,carpet,lwinnn,8,0.2471544824094854
mvtec_ad,carpet,lwinnn,9,0.24601106969719258
mvtec_ad,carpet,lwinnn,10,0.25104480727106077
mvtec_ad,carpet,lwinnn,11,0.24566211252131015
mvtec_ad,carpet,lwinnn,12,0.2435996247152997
mvtec_ad,carpet,lwinnn,13,0.24752331798912114
mvtec_ad,carpet,lwinnn,14,0.2472012389419425
mvtec_ad,carpet,lwinnn,15,0.2441788840497661
mvtec_ad,carpet,lwinnn,16,0.30527401174235547
mvtec_ad,carpet,lwinnn,17,0.25736085166279066
mvtec_ad,carpet,lwinnn,18,0.2460598415798611
mvtec_ad,carpet,lwinnn,19,0.24655761474218124
mvtec_ad,grid,lwinnn,0,0.23440010119707155
mvtec_ad,grid,lwinnn,1,0.2321988160793598
mvtec_ad,grid,lwinnn,2,0.23274091879526773
mvtec_ad,grid,lwinnn,3,0.23021357181744698
mvtec_ad,grid,lwinnn,4,0.23227343498132166
mvtec_ad,grid,lwinnn,5,0.23522378236819536
mvtec_ad,grid,lwinnn,6,0.2330206877146012
mvtec_ad,grid,lwinnn,7,0.23009687203627366
mvtec_ad,grid,lwinnn,8,0.40415134185399765
mvtec_ad,grid,lwinnn,9,0.23289961081284744
mvtec_ad,grid,lwinnn,10,0.23163719054980156
mvtec_ad,grid,lwinnn,11,0.23182169902019012
mvtec_ad,grid,lwinnn,12,0.23419469442123023
mvtec_ad,grid,lwinnn,13,0.23623953415797308
mvtec_ad,grid,lwinnn,14,0.22915337330255753
mvtec_ad,grid,lwinnn,15,0.23401622283153045
mvtec_ad,grid,lwinnn,16,0.236697453718919
mvtec_ad,grid,lwinnn,17,0.23503175454261976
mvtec_ad,grid,lwinnn,18,0.23318693271050087
mvtec_ad,grid,lwinnn,19,0.23134053364778176
mvtec_ad,hazelnut,lwinnn,0,0.27527718544006347
mvtec_ad,hazelnut,lwinnn,1,0.2724426399577748
mvtec_ad,hazelnut,lwinnn,2,0.2750341762195934
mvtec_ad,hazelnut,lwinnn,3,0.2724449482831088
mvtec_ad,hazelnut,lwinnn,4,0.27013824419541793
mvtec_ad,hazelnut,lwinnn,5,0.27304059158671984
mvtec_ad,hazelnut,lwinnn,6,0.27413433465090664
mvtec_ad,hazelnut,lwinnn,7,0.2734096505425193
mvtec_ad,hazelnut,lwinnn,8,0.2725514455275102
mvtec_ad,hazelnut,lwinnn,9,0.4279462055726485
mvtec_ad,hazelnut,lwinnn,10,0.276201040094549
mvtec_ad,hazelnut,lwinnn,11,0.27257214026017623
mvtec_ad,hazelnut,lwinnn,12,0.2731118982488459
mvtec_ad,hazelnut,lwinnn,13,0.2767021135850386
mvtec_ad,hazelnut,lwinnn,14,0.27530499154871163
mvtec_ad,hazelnut,lwinnn,15,0.2760894948785955
mvtec_ad,hazelnut,lwinnn,16,0.27544939517974854
mvtec_ad,hazelnut,lwinnn,17,0.2746156324039806
mvtec_ad,hazelnut,lwinnn,18,0.282970194383101
mvtec_ad,hazelnut,lwinnn,19,0.3504044922915372
mvtec_ad,leather,lwinnn,0,0.23070007370364282
mvtec_ad,leather,lwinnn,1,0.228583364717422
mvtec_ad,leather,lwinnn,2,0.230251096910046
mvtec_ad,leather,lwinnn,3,0.22950682332438807
mvtec_ad,leather,lwinnn,4,0.22788005490456859
mvtec_ad,leather,lwinnn,5,0.2348467726861277
mvtec_ad,leather,lwinnn,6,0.31728164034505046
mvtec_ad,leather,lwinnn,7,0.22899375807854436
mvtec_ad,leather,lwinnn,8,0.22972741050104942
mvtec_ad,leather,lwinnn,9,0.22867308316692228
mvtec_ad,leather,lwinnn,10,0.2275414889858615
mvtec_ad,leather,lwinnn,11,0.2305782687279486
mvtec_ad,leather,lwinnn,12,0.23707883204183272
mvtec_ad,leather,lwinnn,13,0.24311522130043275
mvtec_ad,leather,lwinnn,14,0.22982842691483035
mvtec_ad,leather,lwinnn,15,0.2289850615685986
mvtec_ad,leather,lwinnn,16,0.22816938354123023
mvtec_ad,leather,lwinnn,17,0.2316144916319078
mvtec_ad,leather,lwinnn,18,0.23075057421961137
mvtec_ad,leather,lwinnn,19,0.2316586644418778
mvtec_ad,metal_nut,lwinnn,0,0.24146334606668224
mvtec_ad,metal_nut,lwinnn,1,0.2706919006679369
mvtec_ad,metal_nut,lwinnn,2,0.2030463052832562
mvtec_ad,metal_nut,lwinnn,3,0.20076796282892642
mvtec_ad,metal_nut,lwinnn,4,0.201789318996927
mvtec_ad,metal_nut,lwinnn,5,0.19936828820601754
mvtec_ad,metal_nut,lwinnn,6,0.19951460465140966
mvtec_ad,metal_nut,lwinnn,7,0.20102024285689643
mvtec_ad,metal_nut,lwinnn,8,0.2025321400683859
mvtec_ad,metal_nut,lwinnn,9,0.20936877416527788
mvtec_ad,metal_nut,lwinnn,10,0.20035612894141155
mvtec_ad,metal_nut,lwinnn,11,0.2010225254556407
mvtec_ad,metal_nut,lwinnn,12,0.20244617462158204
mvtec_ad,metal_nut,lwinnn,13,0.20105619637862496
mvtec_ad,metal_nut,lwinnn,14,0.20130570867787237
mvtec_ad,metal_nut,lwinnn,15,0.2042905683102815
mvtec_ad,metal_nut,lwinnn,16,0.2033646873805834
mvtec_ad,metal_nut,lwinnn,17,0.1991922191951586
mvtec_ad,metal_nut,lwinnn,18,0.2020479202270508
mvtec_ad,metal_nut,lwinnn,19,0.20274039558742357
mvtec_ad,pill,lwinnn,0,0.21360080827496009
mvtec_ad,pill,lwinnn,1,0.22141131954992602
mvtec_ad,pill,lwinnn,2,0.27336993617211985
mvtec_ad,pill,lwinnn,3,0.21246474089022882
mvtec_ad,pill,lwinnn,4,0.21327766401325157
mvtec_ad,pill,lwinnn,5,0.21374679611114686
mvtec_ad,pill,lwinnn,6,0.2139790900453122
mvtec_ad,pill,lwinnn,7,0.21644972469992266
mvtec_ad,pill,lwinnn,8,0.21568044502578096
mvtec_ad,pill,lwinnn,9,0.21419935597631032
mvtec_ad,pill,lwinnn,10,0.21393938692743908
mvtec_ad,pill,lwinnn,11,0.26993721973396345
mvtec_ad,pill,lwinnn,12,0.22022375946273348
mvtec_ad,pill,lwinnn,13,0.21815697590034164
mvtec_ad,pill,lwinnn,14,0.21361875248526385
mvtec_ad,pill,lwinnn,15,0.2168496540206635
mvtec_ad,pill,lwinnn,16,0.22251176548575213
mvtec_ad,pill,lwinnn,17,0.2152672599175733
mvtec_ad,pill,lwinnn,18,0.23001730227898695
mvtec_ad,pill,lwinnn,19,0.24819248307964759
mvtec_ad,screw,lwinnn,0,0.2854338839650154
mvtec_ad,screw,lwinnn,1,0.2201191008090973
mvtec_ad,screw,lwinnn,2,0.22729024440050125
mvtec_ad,screw,lwinnn,3,0.2217545196413994
mvtec_ad,screw,lwinnn,4,0.22323030829429627
mvtec_ad,screw,lwinnn,5,0.24653773307800292
mvtec_ad,screw,lwinnn,6,0.22109986692667008
mvtec_ad,screw,lwinnn,7,0.22564600855112077
mvtec_ad,screw,lwinnn,8,0.21836865246295928
mvtec_ad,screw,lwinnn,9,0.21905901283025742
mvtec_ad,screw,lwinnn,10,0.2201641693711281
mvtec_ad,screw,lwinnn,11,0.29292303174734113
mvtec_ad,screw,lwinnn,12,0.21943857669830322
mvtec_ad,screw,lwinnn,13,0.22028139233589172
mvtec_ad,screw,lwinnn,14,0.22009915262460708
mvtec_ad,screw,lwinnn,15,0.22127263396978378
mvtec_ad,screw,lwinnn,16,0.2196720063686371
mvtec_ad,screw,lwinnn,17,0.22153652757406234
mvtec_ad,screw,lwinnn,18,0.22715817838907243
mvtec_ad,screw,lwinnn,19,0.2339018777012825
mvtec_ad,tile,lwinnn,0,0.22268598303835616
mvtec_ad,tile,lwinnn,1,0.22086541469280535
mvtec_ad,tile,lwinnn,2,0.21830494179684892
mvtec_ad,tile,lwinnn,3,0.2214759150121966
mvtec_ad,tile,lwinnn,4,0.21879647328303412
mvtec_ad,tile,lwinnn,5,0.22101165086795121
mvtec_ad,tile,lwinnn,6,0.22646943524352506
mvtec_ad,tile,lwinnn,7,0.22822278992742553
mvtec_ad,tile,lwinnn,8,0.22749538503141484
mvtec_ad,tile,lwinnn,9,0.22516833615099263
mvtec_ad,tile,lwinnn,10,0.22282213023585132
mvtec_ad,tile,lwinnn,11,0.22273630158514038
mvtec_ad,tile,lwinnn,12,0.2293984910361787
mvtec_ad,tile,lwinnn,13,0.3824450134212135
mvtec_ad,tile,lwinnn,14,0.22731652015294784
mvtec_ad,tile,lwinnn,15,0.2262953591142964
mvtec_ad,tile,lwinnn,16,0.22341077755659056
mvtec_ad,tile,lwinnn,17,0.2282474631937141
mvtec_ad,tile,lwinnn,18,0.2251329218220507
mvtec_ad,tile,lwinnn,19,0.22353530948997563
mvtec_ad,toothbrush,lwinnn,0,0.24086533841632662
mvtec_ad,toothbrush,lwinnn,1,0.24304489862351192
mvtec_ad,toothbrush,lwinnn,2,0.24385968844095865
mvtec_ad,toothbrush,lwinnn,3,0.23811536743527367
mvtec_ad,toothbrush,lwinnn,4,0.24742308117094494
mvtec_ad,toothbrush,lwinnn,5,0.24815010456811815
mvtec_ad,toothbrush,lwinnn,6,0.2374939691452753
mvtec_ad,toothbrush,lwinnn,7,0.24603032498132615
mvtec_ad,toothbrush,lwinnn,8,0.23869241986955916
mvtec_ad,toothbrush,lwinnn,9,0.24223604656401135
mvtec_ad,toothbrush,lwinnn,10,0.246189208257766
mvtec_ad,toothbrush,lwinnn,11,0.23897974264054073
mvtec_ad,toothbrush,lwinnn,12,0.24557406561715261
mvtec_ad,toothbrush,lwinnn,13,0.23930117062159947
mvtec_ad,toothbrush,lwinnn,14,0.24645010630289713
mvtec_ad,toothbrush,lwinnn,15,0.2406827665510632
mvtec_ad,toothbrush,lwinnn,16,0.24536346253894625
mvtec_ad,toothbrush,lwinnn,17,0.239698779015314
mvtec_ad,toothbrush,lwinnn,18,0.24620336578005836
mvtec_ad,toothbrush,lwinnn,19,0.2462050744465419
mvtec_ad,transistor,lwinnn,0,0.24321816205978394
mvtec_ad,transistor,lwinnn,1,0.24361213207244872
mvtec_ad,transistor,lwinnn,2,0.2562655162811279
mvtec_ad,transistor,lwinnn,3,0.24356165647506714
mvtec_ad,transistor,lwinnn,4,0.247245192527771
mvtec_ad,transistor,lwinnn,5,0.24239261627197264
mvtec_ad,transistor,lwinnn,6,0.28086200952529905
mvtec_ad,transistor,lwinnn,7,0.27596689701080324
mvtec_ad,transistor,lwinnn,8,0.24412540674209596
mvtec_ad,transistor,lwinnn,9,0.243003830909729
mvtec_ad,transistor,lwinnn,10,0.247052001953125
mvtec_ad,transistor,lwinnn,11,0.24486058950424194
mvtec_ad,transistor,lwinnn,12,0.24795498847961425
mvtec_ad,transistor,lwinnn,13,0.24361420631408692
mvtec_ad,transistor,lwinnn,14,0.24172878742218018
mvtec_ad,transistor,lwinnn,15,0.24486710071563722
mvtec_ad,transistor,lwinnn,16,0.2457009506225586
mvtec_ad,transistor,lwinnn,17,0.2461793279647827
mvtec_ad,transistor,lwinnn,18,0.2461816954612732
mvtec_ad,transistor,lwinnn,19,0.24297793388366698
mvtec_ad,wood,lwinnn,0,0.2651051207433773
mvtec_ad,wood,lwinnn,1,0.2557582040376301
mvtec_ad,wood,lwinnn,2,0.2571002863630464
mvtec_ad,wood,lwinnn,3,0.25822298436225216
mvtec_ad,wood,lwinnn,4,0.25949839398830754
mvtec_ad,wood,lwinnn,5,0.2579243696188625
mvtec_ad,wood,lwinnn,6,0.25745276257961613
mvtec_ad,wood,lwinnn,7,0.2567628546606136
mvtec_ad,wood,lwinnn,8,0.25912867316716837
mvtec_ad,wood,lwinnn,9,0.2594421996346003
mvtec_ad,wood,lwinnn,10,0.2549862258041961
mvtec_ad,wood,lwinnn,11,0.2561907617351677
mvtec_ad,wood,lwinnn,12,0.25619067119646677
mvtec_ad,wood,lwinnn,13,0.2572273363040972
mvtec_ad,wood,lwinnn,14,0.25814021388186686
mvtec_ad,wood,lwinnn,15,0.2544293373445921
mvtec_ad,wood,lwinnn,16,0.25417047210886506
mvtec_ad,wood,lwinnn,17,0.25703686702100537
mvtec_ad,wood,lwinnn,18,0.25823764257793186
mvtec_ad,wood,lwinnn,19,0.25705894639220417
mvtec_ad,zipper,lwinnn,0,0.20034668619269566
mvtec_ad,zipper,lwinnn,1,0.19608275779825174
mvtec_ad,zipper,lwinnn,2,0.19818325074303228
mvtec_ad,zipper,lwinnn,3,0.2693715537620696
mvtec_ad,zipper,lwinnn,4,0.20378404895201424
mvtec_ad,zipper,lwinnn,5,0.19892321043456626
mvtec_ad,zipper,lwinnn,6,0.19857137408477582
mvtec_ad,zipper,lwinnn,7,0.20261132953972216
mvtec_ad,zipper,lwinnn,8,0.19856060893330352
mvtec_ad,zipper,lwinnn,9,0.19983629043528575
mvtec_ad,zipper,lwinnn,10,0.20072017284418572
mvtec_ad,zipper,lwinnn,11,0.20127874178602206
mvtec_ad,zipper,lwinnn,12,0.20777797067402215
mvtec_ad,zipper,lwinnn,13,0.20918754078694526
mvtec_ad,zipper,lwinnn,14,0.20328744989357247
mvtec_ad,zipper,lwinnn,15,0.20053711632229634
mvtec_ad,zipper,lwinnn,16,0.20164181380871907
mvtec_ad,zipper,lwinnn,17,0.20017810057330604
mvtec_ad,zipper,lwinnn,18,0.20649902236382692
mvtec_ad,zipper,lwinnn,19,0.2525827900463382
visa,candle,lwinnn,0,0.34917771458625796
visa,candle,lwinnn,1,0.30878437876701353
visa,candle,lwinnn,2,0.3093459796905518
visa,candle,lwinnn,3,0.31066207885742186
visa,candle,lwinnn,4,0.31115617394447326
visa,candle,lwinnn,5,0.30946833968162535
visa,candle,lwinnn,6,0.31158978343009947
visa,candle,lwinnn,7,0.30846598982810974
visa,candle,lwinnn,8,0.3069218301773071
visa,candle,lwinnn,9,0.30748108983039857
visa,candle,lwinnn,10,0.313974050283432
visa,candle,lwinnn,11,0.3548988473415375
visa,candle,lwinnn,12,0.307949892282486
visa,candle,lwinnn,13,0.30727276086807254
visa,candle,lwinnn,14,0.30902892231941226
visa,candle,lwinnn,15,0.3096268939971924
visa,candle,lwinnn,16,0.30834718108177184
visa,candle,lwinnn,17,0.30950884699821474
visa,candle,lwinnn,18,0.35074872612953184
visa,candle,lwinnn,19,0.3098092269897461
visa,capsules,lwinnn,0,0.2061300054192543
visa,capsules,lwinnn,1,0.205728742480278
visa,capsules,lwinnn,2,0.2045489192008972
visa,capsules,lwinnn,3,0.2754294991493225
visa,capsules,lwinnn,4,0.20595345199108123
visa,capsules,lwinnn,5,0.2072627067565918
visa,capsules,lwinnn,6,0.20715928673744202
visa,capsules,lwinnn,7,0.20535190850496293
visa,capsules,lwinnn,8,0.20795706063508987
visa,capsules,lwinnn,9,0.20707437098026277
visa,capsules,lwinnn,10,0.20815303176641464
visa,capsules,lwinnn,11,0.20432414710521699
visa,capsules,lwinnn,12,0.20946544855833055
visa,capsules,lwinnn,13,0.20792102813720703
visa,capsules,lwinnn,14,0.20820502936840057
visa,capsules,lwinnn,15,0.20636125802993774
visa,capsules,lwinnn,16,0.20465394854545593
visa,capsules,lwinnn,17,0.20680689662694932
visa,capsules,lwinnn,18,0.20626410841941833
visa,capsules,lwinnn,19,0.20625468343496323
visa,cashew,lwinnn,0,0.22341664950052897
visa,cashew,lwinnn,1,0.2253604221343994
visa,cashew,lwinnn,2,0.22191256682078045
visa,cashew,lwinnn,3,0.2208522049585978
visa,cashew,lwinnn,4,0.2305459133783976
visa,cashew,lwinnn,5,0.2257596254348755
visa,cashew,lwinnn,6,0.220945938428243
visa,cashew,lwinnn,7,0.22365673859914145
visa,cashew,lwinnn,8,0.22384161790211995
visa,cashew,lwinnn,9,0.22528289159138998
visa,cashew,lwinnn,10,0.23209383964538574
visa,cashew,lwinnn,11,0.23537091890970865
visa,cashew,lwinnn,12,0.22496015230814617
visa,cashew,lwinnn,13,0.22241865634918212
visa,cashew,lwinnn,14,0.22301226774851482
visa,cashew,lwinnn,15,0.23324748039245605
visa,cashew,lwinnn,16,0.22262191613515217
visa,cashew,lwinnn,17,0.2236507240931193
visa,cashew,lwinnn,18,0.22257495403289795
visa,cashew,lwinnn,19,0.22322961807250977
visa,chewinggum,lwinnn,0,0.2096958271662394
visa,chewinggum,lwinnn,1,0.2062021780014038
visa,chewinggum,lwinnn,2,0.2097588618596395
visa,chewinggum,lwinnn,3,0.20873588403065998
visa,chewinggum,lwinnn,4,0.2095907243092855
visa,chewinggum,lwinnn,5,0.2102064323425293
visa,chewinggum,lwinnn,6,0.20827919642130535
visa,chewinggum,lwinnn,7,0.2094213819503784
visa,chewinggum,lwinnn,8,0.20826319535573323
visa,chewinggum,lwinnn,9,0.208499124844869
visa,chewinggum,lwinnn,10,0.20911479632059732
visa,chewinggum,lwinnn,11,0.20804835478464762
visa,chewinggum,lwinnn,12,0.22709323724110922
visa,chewinggum,lwinnn,13,0.20453808943430582
visa,chewinggum,lwinnn,14,0.2059665600458781
visa,chewinggum,lwinnn,15,0.2091226053237915
visa,chewinggum,lwinnn,16,0.20790485699971517
visa,chewinggum,lwinnn,17,0.20858521779378256
visa,chewinggum,lwinnn,18,0.20578436692555746
visa,chewinggum,lwinnn,19,0.20904119809468588
visa,fryum,lwinnn,0,0.1876484966278076
visa,fryum,lwinnn,1,0.18591978232065837
visa,fryum,lwinnn,2,0.18719784577687582
visa,fryum,lwinnn,3,0.1869754711786906
visa,fryum,lwinnn,4,0.18614601294199626
visa,fryum,lwinnn,5,0.19037617206573487
visa,fryum,lwinnn,6,0.18617630163828533
visa,fryum,lwinnn,7,0.1889739497502645
visa,fryum,lwinnn,8,0.1879763110478719
visa,fryum,lwinnn,9,0.18926657358805338
visa,fryum,lwinnn,10,0.1862648359934489
visa,fryum,lwinnn,11,0.18506521701812745
visa,fryum,lwinnn,12,0.18760966142018637
visa,fryum,lwinnn,13,0.1867931842803955
visa,fryum,lwinnn,14,0.1883906332651774
visa,fryum,lwinnn,15,0.19287991523742676
visa,fryum,lwinnn,16,0.18590134143829345
visa,fryum,lwinnn,17,0.18762295722961425
visa,fryum,lwinnn,18,0.1858973519007365
visa,fryum,lwinnn,19,0.18704402128855388
visa,macaroni1,lwinnn,0,0.2482952356338501
visa,macaroni1,lwinnn,1,0.2491137421131134
visa,macaroni1,lwinnn,2,0.3085369873046875
visa,macaroni1,lwinnn,3,0.2486783456802368
visa,macaroni1,lwinnn,4,0.2489011001586914
visa,macaroni1,lwinnn,5,0.249764586687088
visa,macaroni1,lwinnn,6,0.25001001596450806
visa,macaroni1,lwinnn,7,0.25145824313163756
visa,macaroni1,lwinnn,8,0.2516546189785004
visa,macaroni1,lwinnn,9,0.24958253502845765
visa,macaroni1,lwinnn,10,0.24972169518470763
visa,macaroni1,lwinnn,11,0.2518494975566864
visa,macaroni1,lwinnn,12,0.2514833319187164
visa,macaroni1,lwinnn,13,0.2511520326137543
visa,macaroni1,lwinnn,14,0.2513736569881439
visa,macaroni1,lwinnn,15,0.2514491057395935
visa,macaroni1,lwinnn,16,0.2494504678249359
visa,macaroni1,lwinnn,17,0.2466416537761688
visa,macaroni1,lwinnn,18,0.2480862021446228
visa,macaroni1,lwinnn,19,0.24675204515457153
visa,macaroni2,lwinnn,0,0.26788246154785156
visa,macaroni2,lwinnn,1,0.2716857004165649
visa,macaroni2,lwinnn,2,0.2480558180809021
visa,macaroni2,lwinnn,3,0.2491663634777069
visa,macaroni2,lwinnn,4,0.2493889057636261
visa,macaroni2,lwinnn,5,0.24889217376708983
visa,macaroni2,lwinnn,6,0.24955695390701294
visa,macaroni2,lwinnn,7,0.2507778215408325
visa,macaroni2,lwinnn,8,0.24930824995040893
visa,macaroni2,lwinnn,9,0.25036168098449707
visa,macaroni2,lwinnn,10,0.26051074385643
visa,macaroni2,lwinnn,11,0.2904777455329895
visa,macaroni2,lwinnn,12,0.24951426506042482
visa,macaroni2,lwinnn,13,0.24933738350868226
visa,macaroni2,lwinnn,14,0.2607972884178162
visa,macaroni2,lwinnn,15,0.25163557171821593
visa,macaroni2,lwinnn,16,0.29155447244644167
visa,macaroni2,lwinnn,17,0.2507819879055023
visa,macaroni2,lwinnn,18,0.2501114761829376
visa,macaroni2,lwinnn,19,0.24993640780448914
visa,pcb2,lwinnn,0,0.3125014877319336
visa,pcb2,lwinnn,1,0.27608712077140807
visa,pcb2,lwinnn,2,0.2755481231212616
visa,pcb2,lwinnn,3,0.28135464787483216
visa,pcb2,lwinnn,4,0.28207364559173587
visa,pcb2,lwinnn,5,0.3332399535179138
visa,pcb2,lwinnn,6,0.27688576221466066
visa,pcb2,lwinnn,7,0.28050433278083803
visa,pcb2,lwinnn,8,0.2760186171531677
visa,pcb2,lwinnn,9,0.2772087013721466
visa,pcb2,lwinnn,10,0.3293764817714691
visa,pcb2,lwinnn,11,0.27637813687324525
visa,pcb2,lwinnn,12,0.2769803071022034
visa,pcb2,lwinnn,13,0.276744589805603
visa,pcb2,lwinnn,14,0.2786672282218933
visa,pcb2,lwinnn,15,0.2750563323497772
visa,pcb2,lwinnn,16,0.3481301724910736
visa,pcb2,lwinnn,17,0.2765443658828735
visa,pcb2,lwinnn,18,0.27657337665557863
visa,pcb2,lwinnn,19,0.2787874913215637
visa,pcb3,lwinnn,0,0.23972377373804502
visa,pcb3,lwinnn,1,0.2383125231633732
visa,pcb3,lwinnn,2,0.24149149685949828
visa,pcb3,lwinnn,3,0.23771431196981402
visa,pcb3,lwinnn,4,0.23851121005727283
visa,pcb3,lwinnn,5,0.2794819281468937
visa,pcb3,lwinnn,6,0.2362822608568182
visa,pcb3,lwinnn,7,0.23911337947370995
visa,pcb3,lwinnn,8,0.2406974752150958
visa,pcb3,lwinnn,9,0.2387853155088662
visa,pcb3,lwinnn,10,0.24140172811289926
visa,pcb3,lwinnn,11,0.2386305249152492
visa,pcb3,lwinnn,12,0.24676481408266285
visa,pcb3,lwinnn,13,0.24248354826400528
visa,pcb3,lwinnn,14,0.24207510877011426
visa,pcb3,lwinnn,15,0.3025372419784318
visa,pcb3,lwinnn,16,0.24110051292685133
visa,pcb3,lwinnn,17,0.24110608551632706
visa,pcb3,lwinnn,18,0.24305664128925078
visa,pcb3,lwinnn,19,0.23914377606330225
visa,pcb4,lwinnn,0,0.2863098448188744
visa,pcb4,lwinnn,1,0.2870117870729361
visa,pcb4,lwinnn,2,0.2866899350389319
visa,pcb4,lwinnn,3,0.3534283887094526
visa,pcb4,lwinnn,4,0.28704167361283184
visa,pcb4,lwinnn,5,0.28855920075184077
visa,pcb4,lwinnn,6,0.28768990288919477
visa,pcb4,lwinnn,7,0.287134580944308
visa,pcb4,lwinnn,8,0.28405287491148384
visa,pcb4,lwinnn,9,0.3342658726137076
visa,pcb4,lwinnn,10,0.290244279216178
visa,pcb4,lwinnn,11,0.2871690650484455
visa,pcb4,lwinnn,12,0.2914082173684343
visa,pcb4,lwinnn,13,0.28820433664084666
visa,pcb4,lwinnn,14,0.3226705439648225
visa,pcb4,lwinnn,15,0.28604414213949175
visa,pcb4,lwinnn,16,0.288557782101987
visa,pcb4,lwinnn,17,0.2891884205946282
visa,pcb4,lwinnn,18,0.34289168006745147
visa,pcb4,lwinnn,19,0.28700263583244967
mvtec_ad,bottle,spade,0,0.17444144099591727
mvtec_ad,bottle,spade,1,0.17331156960452895
mvtec_ad,bottle,spade,2,0.17481367846569382
mvtec_ad,bottle,spade,3,0.17508960344705238
mvtec_ad,bottle,spade,4,0.17167149681642832
mvtec_ad,bottle,spade,5,0.17316463769200335
mvtec_ad,bottle,spade,6,0.1732191780963576
mvtec_ad,bottle,spade,7,0.171954864478973
mvtec_ad,bottle,spade,8,0.17083658942257066
mvtec_ad,bottle,spade,9,0.1727039182042501
mvtec_ad,bottle,spade,10,0.17227083516408162
mvtec_ad,bottle,spade,11,0.22182960108102087
mvtec_ad,bottle,spade,12,0.2546379164040807
mvtec_ad,bottle,spade,13,0.17462945558938636
mvtec_ad,bottle,spade,14,0.17808159575404892
mvtec_ad,bottle,spade,15,0.17301087207104787
mvtec_ad,bottle,spade,16,0.1836506228849112
mvtec_ad,bottle,spade,17,0.17672459763216686
mvtec_ad,bottle,spade,18,0.17418028934892402
mvtec_ad,bottle,spade,19,0.17591350624360233
mvtec_ad,cable,spade,0,0.18981038252512614
mvtec_ad,cable,spade,1,0.18708931128184
mvtec_ad,cable,spade,2,0.18777666409810384
mvtec_ad,cable,spade,3,0.18656426429748535
mvtec_ad,cable,spade,4,0.18646790186564127
mvtec_ad,cable,spade,5,0.1892076619466146
mvtec_ad,cable,spade,6,0.18777129650115967
mvtec_ad,cable,spade,7,0.18831057707468668
mvtec_ad,cable,spade,8,0.18783062140146892
mvtec_ad,cable,spade,9,0.18818099975585936
mvtec_ad,cable,spade,10,0.1875280507405599
mvtec_ad,cable,spade,11,0.18685713768005371
mvtec_ad,cable,spade,12,0.1897914679845174
mvtec_ad,cable,spade,13,0.18680044492085776
mvtec_ad,cable,spade,14,0.1887923018137614
mvtec_ad,cable,spade,15,0.1902558676401774
mvtec_ad,cable,spade,16,0.18808327833811442
mvtec_ad,cable,spade,17,0.18884767691294352
mvtec_ad,cable,spade,18,0.1888386885325114
mvtec_ad,cable,spade,19,0.18820234616597495
mvtec_ad,capsule,spade,0,0.18765978199062924
mvtec_ad,capsule,spade,1,0.18656567190632675
mvtec_ad,capsule,spade,2,0.18516099633592548
mvtec_ad,capsule,spade,3,0.18423382441202799
mvtec_ad,capsule,spade,4,0.27575227166667127
mvtec_ad,capsule,spade,5,0.18737805612159497
mvtec_ad,capsule,spade,6,0.1874982172792608
mvtec_ad,capsule,spade,7,0.1855504566972906
mvtec_ad,capsule,spade,8,0.18700689799857861
mvtec_ad,capsule,spade,9,0.18821153676871097
mvtec_ad,capsule,spade,10,0.18921573956807455
mvtec_ad,capsule,spade,11,0.1870990124615756
mvtec_ad,capsule,spade,12,0.1892768686467951
mvtec_ad,capsule,spade,13,0.18852590250246454
mvtec_ad,capsule,spade,14,0.18732876308036572
mvtec_ad,capsule,spade,15,0.1876458561781681
mvtec_ad,capsule,spade,16,0.18742961052692297
mvtec_ad,capsule,spade,17,0.18692474473606457
mvtec_ad,capsule,spade,18,0.1862803462779883
mvtec_ad,capsule,spade,19,0.33054660305832373
mvtec_ad,carpet,spade,0,0.1948553109780336
mvtec_ad,carpet,spade,1,0.19523900594466773
mvtec_ad,carpet,spade,2,0.19385606203323755
mvtec_ad,carpet,spade,3,0.19612113227192154
mvtec_ad,carpet,spade,4,0.19300331009758842
mvtec_ad,carpet,spade,5,0.197565520930494
