dataset,category,model,run,latency
mvtec_ad,carpet,spade,6,0.20829397389012524
mvtec_ad,carpet,spade,7,0.20025150388733953
mvtec_ad,carpet,spade,8,0.19380968860071948
mvtec_ad,carpet,spade,9,0.20081695735964
mvtec_ad,carpet,spade,10,0.19510609675676394
mvtec_ad,carpet,spade,11,0.19414842230641943
mvtec_ad,carpet,spade,12,0.19329007466634116
mvtec_ad,carpet,spade,13,0.1922005323263315
mvtec_ad,carpet,spade,14,0.19501015875074598
mvtec_ad,carpet,spade,15,0.19395142131381565
mvtec_ad,carpet,spade,16,0.19593957550505287
mvtec_ad,carpet,spade,17,0.1961048688644018
mvtec_ad,carpet,spade,18,0.19274962661612746
mvtec_ad,carpet,spade,19,0.19359082442063552
mvtec_ad,grid,spade,0,0.3595169415840736
mvtec_ad,grid,spade,1,0.17563413351010054
mvtec_ad,grid,spade,2,0.17737099146231627
mvtec_ad,grid,spade,3,0.17747289400834304
mvtec_ad,grid,spade,4,0.17350152211311537
mvtec_ad,grid,spade,5,0.17593979224180564
mvtec_ad,grid,spade,6,0.17586006873693222
mvtec_ad,grid,spade,7,0.17133502471141326
mvtec_ad,grid,spade,8,0.17478503325046638
mvtec_ad,grid,spade,9,0.17384189520126733
mvtec_ad,grid,spade,10,0.17631927209022719
mvtec_ad,grid,spade,11,0.17556158090249085
mvtec_ad,grid,spade,12,0.17596188569680238
mvtec_ad,grid,spade,13,0.1777633459140093
mvtec_ad,grid,spade,14,0.1746447055767744
mvtec_ad,grid,spade,15,0.17943745087354612
mvtec_ad,grid,spade,16,0.17714484227009308
mvtec_ad,grid,spade,17,0.1768641410729824
mvtec_ad,grid,spade,18,0.1730046822474553
mvtec_ad,grid,spade,19,0.17486512049650535
mvtec_ad,hazelnut,spade,0,0.19652325456792658
mvtec_ad,hazelnut,spade,1,0.1957160472869873
mvtec_ad,hazelnut,spade,2,0.19226005294106224
mvtec_ad,hazelnut,spade,3,0.1940133875066584
mvtec_ad,hazelnut,spade,4,0.1965963753786954
mvtec_ad,hazelnut,spade,5,0.19231937365098434
mvtec_ad,hazelnut,spade,6,0.19315246451984752
mvtec_ad,hazelnut,spade,7,0.19302932782606644
mvtec_ad,hazelnut,spade,8,0.1924670392816717
mvtec_ad,hazelnut,spade,9,0.19372389966791326
mvtec_ad,hazelnut,spade,10,0.1935388456691395
mvtec_ad,hazelnut,spade,11,0.19426367716355758
mvtec_ad,hazelnut,spade,12,0.19448842135342684
mvtec_ad,hazelnut,spade,13,0.19311830997467042
mvtec_ad,hazelnut,spade,14,0.1943164500323209
mvtec_ad,hazelnut,spade,15,0.19834701798178933
mvtec_ad,hazelnut,spade,16,0.30564881454814563
mvtec_ad,hazelnut,spade,17,0.19821826544674961
mvtec_ad,hazelnut,spade,18,0.19392585971138693
mvtec_ad,hazelnut,spade,19,0.1946700399572199
mvtec_ad,leather,spade,0,0.19007588394226566
mvtec_ad,leather,spade,1,0.18338362055440102
mvtec_ad,leather,spade,2,0.18577159989264705
mvtec_ad,leather,spade,3,0.18673976582865562
mvtec_ad,leather,spade,4,0.18412410251555905
mvtec_ad,leather,spade,5,0.18587978616837533
mvtec_ad,leather,spade,6,0.1860882774476082
mvtec_ad,leather,spade,7,0.18582474608575145
mvtec_ad,leather,spade,8,0.19097386637041647
mvtec_ad,leather,spade,9,0.1950665347037777
mvtec_ad,leather,spade,10,0.1927330417017783
mvtec_ad,leather,spade,11,0.19220380436989568
mvtec_ad,leather,spade,12,0.1877270129419142
mvtec_ad,leather,spade,13,0.18529647781002906
mvtec_ad,leather,spade,14,0.18723668206122615
mvtec_ad,leather,spade,15,0.19153041993418046
mvtec_ad,leather,spade,16,0.18735703922087146
mvtec_ad,leather,spade,17,0.1873378638298281
mvtec_ad,leather,spade,18,0.1857169981925718
mvtec_ad,leather,spade,19,0.18817175203754055
mvtec_ad,metal_nut,spade,0,0.25095716144727626
mvtec_ad,metal_nut,spade,1,0.15651381326758343
mvtec_ad,metal_nut,spade,2,0.15880926380986754
mvtec_ad,metal_nut,spade,3,0.1558587758437447
mvtec_ad,metal_nut,spade,4,0.15708530674809995
mvtec_ad,metal_nut,spade,5,0.16029452240985373
mvtec_ad,metal_nut,spade,6,0.15780418437460195
mvtec_ad,metal_nut,spade,7,0.15697146083997643
mvtec_ad,metal_nut,spade,8,0.15833278324293054
mvtec_ad,metal_nut,spade,9,0.1584515903307044
mvtec_ad,metal_nut,spade,10,0.16081107388372007
mvtec_ad,metal_nut,spade,11,0.16055036213086998
mvtec_ad,metal_nut,spade,12,0.1597617605458135
mvtec_ad,metal_nut,spade,13,0.1604881182960842
mvtec_ad,metal_nut,spade,14,0.1588544617528501
mvtec_ad,metal_nut,spade,15,0.1583187144735585
mvtec_ad,metal_nut,spade,16,0.15755471768586532
mvtec_ad,metal_nut,spade,17,0.16319179120271102
mvtec_ad,metal_nut,spade,18,0.15875548072483228
mvtec_ad,metal_nut,spade,19,0.16372827446979024
mvtec_ad,pill,spade,0,0.1644433001558224
mvtec_ad,pill,spade,1,0.16311679057732315
mvtec_ad,pill,spade,2,0.16828861493550376
mvtec_ad,pill,spade,3,0.16899348447422782
mvtec_ad,pill,spade,4,0.1699424903549834
mvtec_ad,pill,spade,5,0.16548379595408183
mvtec_ad,pill,spade,6,0.16218817733718963
mvtec_ad,pill,spade,7,0.16245948197598942
mvtec_ad,pill,spade,8,0.16247090036997539
mvtec_ad,pill,spade,9,0.1621546217067513
mvtec_ad,pill,spade,10,0.1698093214434778
mvtec_ad,pill,spade,11,0.2457543961302249
mvtec_ad,pill,spade,12,0.16999402731478572
mvtec_ad,pill,spade,13,0.17382819923812043
mvtec_ad,pill,spade,14,0.16539056572371613
mvtec_ad,pill,spade,15,0.16788394436864795
mvtec_ad,pill,spade,16,0.16413963483479208
mvtec_ad,pill,spade,17,0.16320892865072467
mvtec_ad,pill,spade,18,0.16510360969040921
mvtec_ad,pill,spade,19,0.16347505946359234
mvtec_ad,screw,spade,0,0.15614157766103745
mvtec_ad,screw,spade,1,0.1548822119832039
mvtec_ad,screw,spade,2,0.1526924341917038
mvtec_ad,screw,spade,3,0.15354904532432556
mvtec_ad,screw,spade,4,0.15296322405338286
mvtec_ad,screw,spade,5,0.15311847925186156
mvtec_ad,screw,spade,6,0.1538458451628685
mvtec_ad,screw,spade,7,0.15340595543384553
mvtec_ad,screw,spade,8,0.15199102461338043
mvtec_ad,screw,spade,9,0.1535515308380127
mvtec_ad,screw,spade,10,0.2495806708931923
mvtec_ad,screw,spade,11,0.15650413036346436
mvtec_ad,screw,spade,12,0.15222042948007583
mvtec_ad,screw,spade,13,0.15319852530956268
mvtec_ad,screw,spade,14,0.15472574830055236
mvtec_ad,screw,spade,15,0.15545886605978013
mvtec_ad,screw,spade,16,0.15270906239748
mvtec_ad,screw,spade,17,0.15595464855432511
mvtec_ad,screw,spade,18,0.15672550052404405
mvtec_ad,screw,spade,19,0.1539776146411896
mvtec_ad,tile,spade,0,0.1786680343823555
mvtec_ad,tile,spade,1,0.17930937017131054
mvtec_ad,tile,spade,2,0.17803593578501645
mvtec_ad,tile,spade,3,0.18197822774577344
mvtec_ad,tile,spade,4,0.1829515012920412
mvtec_ad,tile,spade,5,0.1809185916541988
mvtec_ad,tile,spade,6,0.18604564666748047
mvtec_ad,tile,spade,7,0.18030558284531292
mvtec_ad,tile,spade,8,0.18097091536236626
mvtec_ad,tile,spade,9,0.18130888286818805
mvtec_ad,tile,spade,10,0.1852382594703609
mvtec_ad,tile,spade,11,0.17913907205956614
mvtec_ad,tile,spade,12,0.18065369434845754
mvtec_ad,tile,spade,13,0.179572421261388
mvtec_ad,tile,spade,14,0.1805677434318086
mvtec_ad,tile,spade,15,0.18017683069930118
mvtec_ad,tile,spade,16,0.1799558941115681
mvtec_ad,tile,spade,17,0.1797533809629261
mvtec_ad,tile,spade,18,0.1814039099929679
mvtec_ad,tile,spade,19,0.18187369036878276
mvtec_ad,transistor,spade,0,0.2005450916290283
mvtec_ad,transistor,spade,1,0.20375336647033693
mvtec_ad,transistor,spade,2,0.19673069953918457
mvtec_ad,transistor,spade,3,0.19634530305862427
mvtec_ad,transistor,spade,4,0.20005135297775267
mvtec_ad,transistor,spade,5,0.19638392210006714
mvtec_ad,transistor,spade,6,0.19471477270126342
mvtec_ad,transistor,spade,7,0.19565895557403565
mvtec_ad,transistor,spade,8,0.19700590372085572
mvtec_ad,transistor,spade,9,0.19434200525283812
mvtec_ad,transistor,spade,10,0.1951471424102783
mvtec_ad,transistor,spade,11,0.20414720773696898
mvtec_ad,transistor,spade,12,0.2974667930603027
mvtec_ad,transistor,spade,13,0.20927507638931275
mvtec_ad,transistor,spade,14,0.19528642654418946
mvtec_ad,transistor,spade,15,0.21096660137176515
mvtec_ad,transistor,spade,16,0.19827969312667848
mvtec_ad,transistor,spade,17,0.1982921314239502
mvtec_ad,transistor,spade,18,0.21504927158355713
mvtec_ad,transistor,spade,19,0.19541770696640015
mvtec_ad,wood,spade,0,0.2073492490792576
mvtec_ad,wood,spade,1,0.20635664915736718
mvtec_ad,wood,spade,2,0.2068800835669795
mvtec_ad,wood,spade,3,0.20572953888132603
mvtec_ad,wood,spade,4,0.20560787901093688
mvtec_ad,wood,spade,5,0.20484441443334653
mvtec_ad,wood,spade,6,0.20406505427783048
mvtec_ad,wood,spade,7,0.20115724092797388
mvtec_ad,wood,spade,8,0.204543334019335
mvtec_ad,wood,spade,9,0.203458408766155
mvtec_ad,wood,spade,10,0.20551728296883498
mvtec_ad,wood,spade,11,0.20454318613945682
mvtec_ad,wood,spade,12,0.20498844038082076
mvtec_ad,wood,spade,13,0.20676825619951078
mvtec_ad,wood,spade,14,0.20393025422398048
mvtec_ad,wood,spade,15,0.20666604102412356
mvtec_ad,wood,spade,16,0.20700772804549977
mvtec_ad,wood,spade,17,0.20392640632919118
mvtec_ad,wood,spade,18,0.2080225733262074
mvtec_ad,wood,spade,19,0.2067261889011045
mvtec_ad,zipper,spade,0,0.15674479591925414
mvtec_ad,zipper,spade,1,0.15473510887449152
mvtec_ad,zipper,spade,2,0.1548095586284107
mvtec_ad,zipper,spade,3,0.15556148819576035
mvtec_ad,zipper,spade,4,0.15424526606174493
mvtec_ad,zipper,spade,5,0.15563035011291504
mvtec_ad,zipper,spade,6,0.15582030814215048
mvtec_ad,zipper,spade,7,0.15351876833580977
mvtec_ad,zipper,spade,8,0.15475202238322883
mvtec_ad,zipper,spade,9,0.15717146096640075
mvtec_ad,zipper,spade,10,0.2587800910141294
mvtec_ad,zipper,spade,11,0.16160542601781175
mvtec_ad,zipper,spade,12,0.1557145355553027
mvtec_ad,zipper,spade,13,0.1562518978750469
mvtec_ad,zipper,spade,14,0.1555063029788188
mvtec_ad,zipper,spade,15,0.15547857221388658
mvtec_ad,zipper,spade,16,0.15716426419896007
mvtec_ad,zipper,spade,17,0.15681836462968232
mvtec_ad,zipper,spade,18,0.15739534706469402
mvtec_ad,zipper,spade,19,0.15660574104612238
visa,capsules,spade,0,0.13205462396144868
visa,capsules,spade,1,0.1311652973294258
visa,capsules,spade,2,0.13050831705331803
visa,capsules,spade,3,0.13146571815013885
visa,capsules,spade,4,0.13061544746160508
visa,capsules,spade,5,0.13086717575788498
visa,capsules,spade,6,0.13168157488107682
visa,capsules,spade,7,0.13054082542657852
visa,capsules,spade,8,0.13316762894392015
visa,capsules,spade,9,0.1324355497956276
visa,capsules,spade,10,0.13213836699724196
visa,capsules,spade,11,0.12938549369573593
visa,capsules,spade,12,0.13218748569488525
visa,capsules,spade,13,0.14409794956445693
visa,capsules,spade,14,0.13153979182243347
visa,capsules,spade,15,0.1302536189556122
visa,capsules,spade,16,0.13245234042406082
visa,capsules,spade,17,0.13388339132070542
visa,capsules,spade,18,0.13053051382303238
visa,capsules,spade,19,0.13145921528339385
visa,cashew,spade,0,0.14505035082499187
visa,cashew,spade,1,0.14432153224945068
visa,cashew,spade,2,0.14456361929575604
visa,cashew,spade,3,0.14488972981770834
visa,cashew,spade,4,0.14468360582987466
visa,cashew,spade,5,0.14591100056966147
visa,cashew,spade,6,0.14415052731831868
visa,cashew,spade,7,0.14576208750406902
visa,cashew,spade,8,0.145015279452006
visa,cashew,spade,9,0.2642382510503133
visa,cashew,spade,10,0.14553332010904949
visa,cashew,spade,11,0.14822877883911134
visa,cashew,spade,12,0.1465664561589559
visa,cashew,spade,13,0.1456329917907715
visa,cashew,spade,14,0.14644047578175862
visa,cashew,spade,15,0.1444977617263794
visa,cashew,spade,16,0.14881262461344402
visa,cashew,spade,17,0.14649482568105063
visa,cashew,spade,18,0.14638926347096762
visa,cashew,spade,19,0.14594951152801514
visa,chewinggum,spade,0,0.13667004267374674
visa,chewinggum,spade,1,0.1360655450820923
visa,chewinggum,spade,2,0.13610353469848632
visa,chewinggum,spade,3,0.13730184396107992
visa,chewinggum,spade,4,0.1346806478500366
visa,chewinggum,spade,5,0.1382688585917155
visa,chewinggum,spade,6,0.13368251164754233
visa,chewinggum,spade,7,0.13771471977233887
visa,chewinggum,spade,8,0.13671554724375407
visa,chewinggum,spade,9,0.1399336798985799
visa,chewinggum,spade,10,0.20647899468739828
visa,chewinggum,spade,11,0.13415061473846435
visa,chewinggum,spade,12,0.13693397363026938
visa,chewinggum,spade,13,0.13384185791015624
visa,chewinggum,spade,14,0.13912806351979573
visa,chewinggum,spade,15,0.13545360883076984
visa,chewinggum,spade,16,0.13540780703226726
visa,chewinggum,spade,17,0.1380963102976481
visa,chewinggum,spade,18,0.13400242646535238
visa,chewinggum,spade,19,0.13449159145355224
visa,fryum,spade,0,0.17175113677978515
visa,fryum,spade,1,0.1260321537653605
visa,fryum,spade,2,0.12715874989827475
visa,fryum,spade,3,0.1279984172185262
visa,fryum,spade,4,0.1257735045750936
visa,fryum,spade,5,0.12747432390848795
visa,fryum,spade,6,0.12747889677683513
visa,fryum,spade,7,0.12705040454864502
visa,fryum,spade,8,0.1269156265258789
visa,fryum,spade,9,0.12919527848561604
visa,fryum,spade,10,0.12619036356608074
visa,fryum,spade,11,0.12736285050710042
visa,fryum,spade,12,0.12777069091796875
visa,fryum,spade,13,0.12348082542419433
visa,fryum,spade,14,0.12773287455240886
visa,fryum,spade,15,0.12792621612548827
visa,fryum,spade,16,0.12875150044759115
visa,fryum,spade,17,0.12769364992777507
visa,fryum,spade,18,0.12647890408833823
visa,fryum,spade,19,0.12883493264516194
visa,macaroni1,spade,0,0.1295388460159302
visa,macaroni1,spade,1,0.13110737204551698
visa,macaroni1,spade,2,0.1317588472366333
visa,macaroni1,spade,3,0.1314227306842804
visa,macaroni1,spade,4,0.1298645853996277
visa,macaroni1,spade,5,0.1322012186050415
visa,macaroni1,spade,6,0.13080451369285584
visa,macaroni1,spade,7,0.13190915942192077
visa,macaroni1,spade,8,0.1341290557384491
visa,macaroni1,spade,9,0.20134896278381348
visa,macaroni1,spade,10,0.13107858061790467
visa,macaroni1,spade,11,0.12902649760246276
visa,macaroni1,spade,12,0.1304790484905243
visa,macaroni1,spade,13,0.13190751552581786
visa,macaroni1,spade,14,0.13139765739440917
visa,macaroni1,spade,15,0.1311259913444519
visa,macaroni1,spade,16,0.12872456431388854
visa,macaroni1,spade,17,0.13185103178024293
visa,macaroni1,spade,18,0.13244472026824952
visa,macaroni1,spade,19,0.1307416343688965
visa,macaroni2,spade,0,0.13212304949760437
visa,macaroni2,spade,1,0.13045724034309386
visa,macaroni2,spade,2,0.12971898913383484
visa,macaroni2,spade,3,0.22030540704727172
visa,macaroni2,spade,4,0.1290181040763855
visa,macaroni2,spade,5,0.13133374929428102
visa,macaroni2,spade,6,0.13250908136367798
visa,macaroni2,spade,7,0.13244709730148316
visa,macaroni2,spade,8,0.13160283327102662
visa,macaroni2,spade,9,0.13221826672554016
visa,macaroni2,spade,10,0.128988698720932
visa,macaroni2,spade,11,0.12954800248146056
visa,macaroni2,spade,12,0.13361526250839234
visa,macaroni2,spade,13,0.13484605193138122
visa,macaroni2,spade,14,0.1343760633468628
visa,macaroni2,spade,15,0.19132630228996278
visa,macaroni2,spade,16,0.12968623995780945
visa,macaroni2,spade,17,0.13030531883239746
visa,macaroni2,spade,18,0.13208836197853088
visa,macaroni2,spade,19,0.13220773696899413
visa,pcb3,spade,0,0.12585183043978107
visa,pcb3,spade,1,0.1279688011947556
visa,pcb3,spade,2,0.12827077552453794
visa,pcb3,spade,3,0.1277683208237833
visa,pcb3,spade,4,0.13034374796929052
visa,pcb3,spade,5,0.1306637472181178
visa,pcb3,spade,6,0.13135688933567027
visa,pcb3,spade,7,0.12926296215152266
visa,pcb3,spade,8,0.12642496260837535
visa,pcb3,spade,9,0.12736289062310213
visa,pcb3,spade,10,0.13550311890407582
visa,pcb3,spade,11,0.12412476895460442
visa,pcb3,spade,12,0.1302858229300276
visa,pcb3,spade,13,0.12595690423576392
visa,pcb3,spade,14,0.12420611120575104
visa,pcb3,spade,15,0.12458719661579797
visa,pcb3,spade,16,0.12501248079745925
visa,pcb3,spade,17,0.12492381280927516
visa,pcb3,spade,18,0.20383301303161316
visa,pcb3,spade,19,0.13036096511195547
visa,pipe_fryum,spade,0,0.13589831352233886
visa,pipe_fryum,spade,1,0.13574724356333415
visa,pipe_fryum,spade,2,0.1380551815032959
visa,pipe_fryum,spade,3,0.13604150931040446
visa,pipe_fryum,spade,4,0.13530086358388266
visa,pipe_fryum,spade,5,0.13712251981099446
visa,pipe_fryum,spade,6,0.13661405722300213
visa,pipe_fryum,spade,7,0.14827423572540283
visa,pipe_fryum,spade,8,0.13543015321095783
visa,pipe_fryum,spade,9,0.13847126801808676
visa,pipe_fryum,spade,10,0.13756715774536132
visa,pipe_fryum,spade,11,0.14114238580067953
visa,pipe_fryum,spade,12,0.13939184665679932
visa,pipe_fryum,spade,13,0.13549121379852294
visa,pipe_fryum,spade,14,0.13638574123382569
visa,pipe_fryum,spade,15,0.1367566442489624
visa,pipe_fryum,spade,16,0.13504423459370932
visa,pipe_fryum,spade,17,0.13710864543914794
visa,pipe_fryum,spade,18,0.1352898899714152
visa,pipe_fryum,spade,19,0.1349926726023356
mvtec_ad,bottle,patchcore,0,0.219890881733722
mvtec_ad,bottle,patchcore,1,0.15681656584682235
mvtec_ad,bottle,patchcore,2,0.15730295411075454
mvtec_ad,bottle,patchcore,3,0.15910113863198153
mvtec_ad,bottle,patchcore,4,0.157334528773664
mvtec_ad,bottle,patchcore,5,0.15731724486293563
mvtec_ad,bottle,patchcore,6,0.15832647932581154
mvtec_ad,bottle,patchcore,7,0.15881313473345285
mvtec_ad,bottle,patchcore,8,0.1582048082926187
mvtec_ad,bottle,patchcore,9,0.15914389024297876
mvtec_ad,bottle,patchcore,10,0.1593841730830181
mvtec_ad,bottle,patchcore,11,0.1605229004319892
mvtec_ad,bottle,patchcore,12,0.15977694614824042
mvtec_ad,bottle,patchcore,13,0.15969034562627954
mvtec_ad,bottle,patchcore,14,0.15940585193863835
mvtec_ad,bottle,patchcore,15,0.1586871549307582
mvtec_ad,bottle,patchcore,16,0.1600414327828281
mvtec_ad,bottle,patchcore,17,0.16064159554171276
mvtec_ad,bottle,patchcore,18,0.1607816018253924
mvtec_ad,bottle,patchcore,19,0.15747769194913197
mvtec_ad,cable,patchcore,0,0.2422015857696533
mvtec_ad,cable,patchcore,1,0.18006550947825115
mvtec_ad,cable,patchcore,2,0.17529367605845134
mvtec_ad,cable,patchcore,3,0.18829183419545492
mvtec_ad,cable,patchcore,4,0.17630082925160726
mvtec_ad,cable,patchcore,5,0.17713407039642334
mvtec_ad,cable,patchcore,6,0.17592524528503417
mvtec_ad,cable,patchcore,7,0.19659647464752197
mvtec_ad,cable,patchcore,8,0.1764291779200236
mvtec_ad,cable,patchcore,9,0.17928950468699137
mvtec_ad,cable,patchcore,10,0.18197795073191325
mvtec_ad,cable,patchcore,11,0.23901415824890138
mvtec_ad,cable,patchcore,12,0.1830285851160685
mvtec_ad,cable,patchcore,13,0.1844700813293457
mvtec_ad,cable,patchcore,14,0.1840082629521688
mvtec_ad,cable,patchcore,15,0.17842215379079182
mvtec_ad,cable,patchcore,16,0.18797670523325602
mvtec_ad,cable,patchcore,17,0.1793099053700765
mvtec_ad,cable,patchcore,18,0.1958472728729248
mvtec_ad,cable,patchcore,19,0.2262426010767619
mvtec_ad,capsule,patchcore,0,0.1738831310561209
mvtec_ad,capsule,patchcore,1,0.1738344467047489
mvtec_ad,capsule,patchcore,2,0.17821728099476208
mvtec_ad,capsule,patchcore,3,0.17629432316982385
mvtec_ad,capsule,patchcore,4,0.18334842811931262
mvtec_ad,capsule,patchcore,5,0.17477058280598035
mvtec_ad,capsule,patchcore,6,0.17348716475746848
mvtec_ad,capsule,patchcore,7,0.1732573744022485
mvtec_ad,capsule,patchcore,8,0.17395476138953006
mvtec_ad,capsule,patchcore,9,0.17526203935796564
mvtec_ad,capsule,patchcore,10,0.17847189758763168
mvtec_ad,capsule,patchcore,11,0.17287406054410068
mvtec_ad,capsule,patchcore,12,0.268437770279971
mvtec_ad,capsule,patchcore,13,0.17667158805962765
mvtec_ad,capsule,patchcore,14,0.17459960778554282
mvtec_ad,capsule,patchcore,15,0.175688082521612
mvtec_ad,capsule,patchcore,16,0.17496857679251468
mvtec_ad,capsule,patchcore,17,0.1742958173607335
mvtec_ad,capsule,patchcore,18,0.1743546254707105
mvtec_ad,capsule,patchcore,19,0.174676365924604
mvtec_ad,carpet,patchcore,0,0.18563396910316923
mvtec_ad,carpet,patchcore,1,0.18426731101468077
mvtec_ad,carpet,patchcore,2,0.18162390717074403
mvtec_ad,carpet,patchcore,3,0.18633616683829543
mvtec_ad,carpet,patchcore,4,0.18847391340467665
mvtec_ad,carpet,patchcore,5,0.1823515117677868
mvtec_ad,carpet,patchcore,6,0.1826620468726525
mvtec_ad,carpet,patchcore,7,0.17913073963589138
mvtec_ad,carpet,patchcore,8,0.18861284215226132
mvtec_ad,carpet,patchcore,9,0.18704143752399674
mvtec_ad,carpet,patchcore,10,0.18694774309794107
mvtec_ad,carpet,patchcore,11,0.18286593958862826
mvtec_ad,carpet,patchcore,12,0.18256265281612039
mvtec_ad,carpet,patchcore,13,0.183532042381091
mvtec_ad,carpet,patchcore,14,0.18384656946883243
mvtec_ad,carpet,patchcore,15,0.18502848780053294
mvtec_ad,carpet,patchcore,16,0.1853764362824269
mvtec_ad,carpet,patchcore,17,0.19028384868915266
mvtec_ad,carpet,patchcore,18,0.1822033295264611
mvtec_ad,carpet,patchcore,19,0.1830724141536615
mvtec_ad,grid,patchcore,0,0.15734354960612762
mvtec_ad,grid,patchcore,1,0.15485114012009057
mvtec_ad,grid,patchcore,2,0.15477939446767172
mvtec_ad,grid,patchcore,3,0.1567996893173609
mvtec_ad,grid,patchcore,4,0.15836105285546717
mvtec_ad,grid,patchcore,5,0.15958850506024483
mvtec_ad,grid,patchcore,6,0.15913311946086395
mvtec_ad,grid,patchcore,7,0.15699429695422834
mvtec_ad,grid,patchcore,8,0.15633505429977027
mvtec_ad,grid,patchcore,9,0.1584630012512207
mvtec_ad,grid,patchcore,10,0.15694312865917498
mvtec_ad,grid,patchcore,11,0.15742559005052614
mvtec_ad,grid,patchcore,12,0.15649243195851645
mvtec_ad,grid,patchcore,13,0.16038949978657258
mvtec_ad,grid,patchcore,14,0.15719669598799485
mvtec_ad,grid,patchcore,15,0.15958007482381967
mvtec_ad,grid,patchcore,16,0.15822975757794502
mvtec_ad,grid,patchcore,17,0.15640451663579696
mvtec_ad,grid,patchcore,18,0.15850242590292907
mvtec_ad,grid,patchcore,19,0.15258603523939085
mvtec_ad,hazelnut,patchcore,0,0.17494023062966085
mvtec_ad,hazelnut,patchcore,1,0.17199973193081944
mvtec_ad,hazelnut,patchcore,2,0.17754931233145974
mvtec_ad,hazelnut,patchcore,3,0.17639852870594372
mvtec_ad,hazelnut,patchcore,4,0.17543240677226674
mvtec_ad,hazelnut,patchcore,5,0.17802072221582585
mvtec_ad,hazelnut,patchcore,6,0.17491645812988282
mvtec_ad,hazelnut,patchcore,7,0.17561197064139628
mvtec_ad,hazelnut,patchcore,8,0.17596953348679975
mvtec_ad,hazelnut,patchcore,9,0.17635616822676226
mvtec_ad,hazelnut,patchcore,10,0.18004659089175137
mvtec_ad,hazelnut,patchcore,11,0.17876425222917036
mvtec_ad,hazelnut,patchcore,12,0.28608544089577415
mvtec_ad,hazelnut,patchcore,13,0.17516249526630748
mvtec_ad,hazelnut,patchcore,14,0.175546425039118
mvtec_ad,hazelnut,patchcore,15,0.17508397752588445
mvtec_ad,hazelnut,patchcore,16,0.17712432687932794
mvtec_ad,hazelnut,patchcore,17,0.17764564860950816
mvtec_ad,hazelnut,patchcore,18,0.17568511746146462
mvtec_ad,hazelnut,patchcore,19,0.17432626377452504
mvtec_ad,leather,patchcore,0,0.17237259880188974
mvtec_ad,leather,patchcore,1,0.17032648863330965
mvtec_ad,leather,patchcore,2,0.17234756869654502
mvtec_ad,leather,patchcore,3,0.17166161729443458
mvtec_ad,leather,patchcore,4,0.1700567276247086
mvtec_ad,leather,patchcore,5,0.17575526814306935
mvtec_ad,leather,patchcore,6,0.18447005364202684
mvtec_ad,leather,patchcore,7,0.3177907505343037
mvtec_ad,leather,patchcore,8,0.1813640979028517
mvtec_ad,leather,patchcore,9,0.1768296803197553
mvtec_ad,leather,patchcore,10,0.17454779917193997
mvtec_ad,leather,patchcore,11,0.17990793335822322
mvtec_ad,leather,patchcore,12,0.17450882927063974
mvtec_ad,leather,patchcore,13,0.18684217429930164
mvtec_ad,leather,patchcore,14,0.1745054183467742
mvtec_ad,leather,patchcore,15,0.17495128993065126
mvtec_ad,leather,patchcore,16,0.17387672778098814
mvtec_ad,leather,patchcore,17,0.17981853985017346
mvtec_ad,leather,patchcore,18,0.17371676045079384
mvtec_ad,leather,patchcore,19,0.17741806276382938
mvtec_ad,metal_nut,patchcore,0,0.14637423183607018
mvtec_ad,metal_nut,patchcore,1,0.14766207777935525
mvtec_ad,metal_nut,patchcore,2,0.1440561937249225
mvtec_ad,metal_nut,patchcore,3,0.14526425029920495
mvtec_ad,metal_nut,patchcore,4,0.1477491109267525
mvtec_ad,metal_nut,patchcore,5,0.1444001280743143
mvtec_ad,metal_nut,patchcore,6,0.14354923082434612
mvtec_ad,metal_nut,patchcore,7,0.14536578344262163
mvtec_ad,metal_nut,patchcore,8,0.14717873697695524
mvtec_ad,metal_nut,patchcore,9,0.14492279550303583
mvtec_ad,metal_nut,patchcore,10,0.14439623666846235
mvtec_ad,metal_nut,patchcore,11,0.1445105739261793
mvtec_ad,metal_nut,patchcore,12,0.14420122063678245
mvtec_ad,metal_nut,patchcore,13,0.14559953109077786
mvtec_ad,metal_nut,patchcore,14,0.14692218614661176
mvtec_ad,metal_nut,patchcore,15,0.29019365310668943
mvtec_ad,metal_nut,patchcore,16,0.14740478059519893
mvtec_ad,metal_nut,patchcore,17,0.14573788435562798
mvtec_ad,metal_nut,patchcore,18,0.14319892966228984
mvtec_ad,metal_nut,patchcore,19,0.14775299611298934
mvtec_ad,pill,patchcore,0,0.14821202740697803
mvtec_ad,pill,patchcore,1,0.15033919225909753
mvtec_ad,pill,patchcore,2,0.14909448880635337
mvtec_ad,pill,patchcore,3,0.1496400147854925
mvtec_ad,pill,patchcore,4,0.14866365501266754
mvtec_ad,pill,patchcore,5,0.14881893831812693
mvtec_ad,pill,patchcore,6,0.14951875966466116
mvtec_ad,pill,patchcore,7,0.15014180737341234
mvtec_ad,pill,patchcore,8,0.14842722373094389
mvtec_ad,pill,patchcore,9,0.1497353450980729
mvtec_ad,pill,patchcore,10,0.14920449256896973
mvtec_ad,pill,patchcore,11,0.14854640018440293
mvtec_ad,pill,patchcore,12,0.1481793383638302
mvtec_ad,pill,patchcore,13,0.14835194484916275
